Address,General Price,Price/m,Area,Size,Rooms,Floor,Year,Link
Suur-Patarei tn 27,895000,4725.45,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",189.4,4,4/5,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-suur-patarei-tn/4948323?i=41
Siili tn 19,145000,2101.45,"Mustamäe linnaosa, Tallinn, Harju maakond",69,3,2/5,1983,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-siili-tn/5985266?i=42
Punane tn 19,79000,2461.06,"Lasnamäe linnaosa, Tallinn, Harju maakond",32.1,1,2/9,1975,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-punane-tn/4045013?i=43
Saadu tn 11,229500,4257.88,"Haabersti linnaosa, Tallinn, Harju maakond",53.9,3,2/2,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-saadu-tn/3141898?i=44
Madalmaa tn 1-41,419000,4410.53,"Kesklinna linnaosa, Tallinn, Harju maakond",95,4,4/6,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-madalmaa-tn/5460771?i=45
"Räägu tn 12, Kristiine",189000,2916.67,"Kristiine linnaosa, Tallinn, Harju maakond",64.8,2,4/4,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-raagu-tn/7588859?i=46
Ehitajate tee 49,119999,2142.84,"Mustamäe linnaosa, Tallinn, Harju maakond",56,3,1/5,1964,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/8136219?i=47
Kunderi 27,128900,3590.53,"Kesklinna linnaosa, Tallinn, Harju maakond",35.9,2,2/2,1940,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kunderi/9385108?i=48
Allveelaeva tn 4,260000,6435.64,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",40.4,2,2/6,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-allveelaeva-tn/8837886?i=49
Järve tn 2,289000,4432.52,"Kristiine linnaosa, Tallinn, Harju maakond",65.2,3,4/19,2022,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-jarve-tn/7670947?i=0
A. Kapi tn 3,227900,2461.12,"Kesklinna linnaosa, Tallinn, Harju maakond",92.6,4,1/3,1935,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-a-kapi-tn/1225513?i=1
Saadu tn 7,235000,4359.93,"Haabersti linnaosa, Tallinn, Harju maakond",53.9,3,2/2,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-saadu-tn/3942315?i=2
Mardi tn 3-8,569000,5168.03,"Kesklinna linnaosa, Tallinn, Harju maakond",110.1,4,2/3,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-mardi-tn/2946555?i=3
Pirita tee 26f,240000,4159.45,"Pirita linnaosa, Tallinn, Harju maakond",57.7,2,6/16,2003,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-pirita-tee/8154839?i=4
Tartu mnt 50a,339000,4688.8,"Kesklinna linnaosa, Tallinn, Harju maakond",72.3,4,6/13,2012,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/8135886?i=5
"Nõmme tee 50, Lilleküla",169000,2452.83,"Kristiine linnaosa, Tallinn, Harju maakond",68.9,3,1/5,1988,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-nomme-tee/9248225?i=6
"Astangu tn 19/1, Astangu",205000,3144.17,"Haabersti linnaosa, Tallinn, Harju maakond",65.2,3,2/8,2017,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/8544441?i=7
Õismäe tee 38,85000,2583.59,"Haabersti linnaosa, Tallinn, Harju maakond",32.9,1,3/9,1974,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/6439366?i=8
"Mahtra tn 12, UUS VIIMISTLUS",104700,3172.73,"Lasnamäe linnaosa, Tallinn, Harju maakond",33,2,3/5,1982,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mahtra-tn/3656643?i=9
Linnamäe tee 9,99000,2016.29,"Lasnamäe linnaosa, Tallinn, Harju maakond",49.1,2,8/9,1994,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/8071314?i=10
Kopli tn 63a,189000,1964.66,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",96.2,N/A,3/3,1963,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kopli-tn/5031692?i=11
"Vasara tn 2c, Pelguranna",104900,2827.49,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",37.1,2,1/4,1965,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-vasara-tn/7748582?i=12
"K. Türnpu tn 11, Kadriorg",105900,2509.48,"Kesklinna linnaosa, Tallinn, Harju maakond",42.2,3,3/3,1932,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-k-turnpu-tn/2095731?i=13
"K. Türnpu tn 11, Kadriorg",99900,2929.62,"Kesklinna linnaosa, Tallinn, Harju maakond",34.1,2,3/3,1932,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-k-turnpu-tn/8636996?i=14
Ehte tn 2,179900,2789.15,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",64.5,3,13/16,1979,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-ehte-tn/3099627?i=15
Väike-Ameerika tn 3,259000,3233.46,"Kesklinna linnaosa, Tallinn, Harju maakond",80.1,4,4/4,1959,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-vaike-ameerika-tn/2530674?i=16
Teatri väljak 1,599000,6285.41,"Kesklinna linnaosa, Tallinn, Harju maakond",95.3,3,6/6,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-teatri-valjak/2805456?i=17
Juurdeveo tn 12,249900,3077.59,"Kesklinna linnaosa, Tallinn, Harju maakond",81.2,3,1/3,2009,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-juurdeveo-tn/3523609?i=18
"Lahepea tn 17-28, Merimetsa",484900,4749.27,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",102.1,4,3/3,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-lahepea-tn/3210926?i=19
Tartu mnt 56,650000,6074.77,"Kesklinna linnaosa, Tallinn, Harju maakond",107,3,5/8,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/5064454?i=20
Energia tn 6,107000,2616.14,"Kristiine linnaosa, Tallinn, Harju maakond",40.9,2,2/5,1962,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-energia-tn/3197332?i=21
Tedre tn 35,279900,3459.83,"Kristiine linnaosa, Tallinn, Harju maakond",80.9,3,4/4,2008,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-tedre-tn/8837710?i=22
Rävala pst 15,285000,3805.07,"Kesklinna linnaosa, Tallinn, Harju maakond",74.9,3,5/5,1961,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-ravala-pst/1403684?i=23
"Vene tn 19, Vanalinn",250000,4873.29,"Vanalinn, Tallinn, Harju maakond",51.3,2,1/4,1389,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-vanalinn-vene-tn/2009204?i=24
Pae tn 23a,58900,3681.25,"Lasnamäe linnaosa, Tallinn, Harju maakond",16,1,4/5,1968,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pae-tn/6573799?i=25
Lasnamäe tn 36,107500,2763.5,"Lasnamäe linnaosa, Tallinn, Harju maakond",38.9,2,2/4,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-lasnamae-tn/2118198?i=26
Lasnamäe tn 32,99000,2525.51,"Kesklinna linnaosa, Tallinn, Harju maakond",39.2,2,2/4,1964,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lasnamae-tn/2660590?i=27
Kiili tn 20,121000,2542.02,"Mustamäe linnaosa, Tallinn, Harju maakond",47.6,2,12/14,1988,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kiili-tn/4815388?i=28
Puhangu tn 53,125000,2860.41,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",43.7,2,5/5,1972,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-puhangu-tn/7778426?i=29
Poordi tn 3,309000,5508.02,"Kesklinna linnaosa, Tallinn, Harju maakond",56.1,2,2/6,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-poordi-tn/5448418?i=30
E. Vilde tee 141,110000,2689.49,"Mustamäe linnaosa, Tallinn, Harju maakond",40.9,2,2/4,1964,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/2873073?i=31
"Tornimäe tn 7, Maakri",189000,4395.35,"Kesklinna linnaosa, Tallinn, Harju maakond",43,2,15/30,2006,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tornimae-tn/5418052?i=32
Uus-Volta tn 12/3,269000,5735.61,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",46.9,2,1/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-uus-volta-tn/4446359?i=33
Koskla tn 7,222000,2502.82,"Kristiine linnaosa, Tallinn, Harju maakond",88.7,3,5/5,1982,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-koskla-tn/5457958?i=34
Tööstuse tn 43,157000,3140,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",50,2,1/5,1951,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-toostuse-tn/1340970?i=35
Maleva tn 2b,69000,2482.01,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",27.8,1,5/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-maleva-tn/4543298?i=36
Punane tn 15-10,69990,2250.48,"Lasnamäe linnaosa, Tallinn, Harju maakond",31.1,1,3/5,1972,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-punane-tn/8145754?i=37
Kaupmehe tn 19,374000,7727.27,"Kesklinna linnaosa, Tallinn, Harju maakond",48.4,2,6/7,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kaupmehe-tn/6287125?i=38
Toom-Kuninga tn 24/1,125000,3834.36,"Kesklinna linnaosa, Tallinn, Harju maakond",32.6,1,1/2,1936,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-toom-kuninga-tn/7880125?i=39
Mustamäe tee 82,155000,2591.97,"Mustamäe linnaosa, Tallinn, Harju maakond",59.8,3,3/9,1973,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/8728186?i=40
Tuukri tn 58,290000,2641.17,"Kesklinna linnaosa, Tallinn, Harju maakond",109.8,3,2/7,1997,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tuukri-tn/2582462?i=41
Gonsiori tn 5,250000,3462.6,"Kesklinna linnaosa, Tallinn, Harju maakond",72.2,3,4/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-gonsiori-tn/3342694?i=42
Puhangu tn 30,109000,2725,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",40,2,3/5,1972,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-puhangu-tn/2689323?i=43
Rabaveere tn 3/1,410800,5200,"Nõmme linnaosa, Tallinn, Harju maakond",79,3,1/3,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-rabaveere-tn/8443540?i=44
Rabaveere tn 3/1,409760,5200,"Nõmme linnaosa, Tallinn, Harju maakond",78.8,3,2/3,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-rabaveere-tn/6950289?i=45
Rabaveere tn 3/1,499290,5100,"Nõmme linnaosa, Tallinn, Harju maakond",97.9,4,2/3,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-rabaveere-tn/8511851?i=46
Pärnu mnt 137,294000,4218.08,"Kesklinna linnaosa, Tallinn, Harju maakond",69.7,3,6/16,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/5263801?i=47
Tasandi tn 5,169900,4195.06,"Haabersti linnaosa, Tallinn, Harju maakond",40.5,2,2/8,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-tasandi-tn/1654669?i=48
"Tartu mnt 52, Keldrimäe",279000,4359.38,"Kesklinna linnaosa, Tallinn, Harju maakond",64,3,2/13,2017,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/6297715?i=49
"Mere pst 8, Rotermanni",148000,6244.73,"Kesklinna linnaosa, Tallinn, Harju maakond",23.7,1,2/5,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-mere-pst/3082478?i=0
"Jahu tn 6/1, Kalamaja",175000,5520.5,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",31.7,1,3/4,2019,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-jahu-tn/9273848?i=1
J. Koorti tn 4,121000,1870.17,"Lasnamäe linnaosa, Tallinn, Harju maakond",64.7,3,6/9,1980,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-j-koorti-tn/4453959?i=2
E. Vilde tee 138,99900,2220,"Mustamäe linnaosa, Tallinn, Harju maakond",45,2,3/5,1965,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/1767416?i=3
"Tulika tn 66, Kristiine",113000,3791.95,"Kristiine linnaosa, Tallinn, Harju maakond",29.8,1,1/5,1970,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-tulika-tn/7755822?i=4
"Vana-Rannamõisa tee 1d/6, Pikaliiva",175000,3327,"Haabersti linnaosa, Tallinn, Harju maakond",52.6,2,1/2,2014,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-vana-rannamoisa-tee/1448181?i=5
"Tulika tn 66, Kristiine",167000,3109.87,"Kristiine linnaosa, Tallinn, Harju maakond",53.7,3,1/5,1970,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-tulika-tn/2342962?i=6
"Tulika tn 66, Kristiine",172000,3239.17,"Kristiine linnaosa, Tallinn, Harju maakond",53.1,3,1/5,1970,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-tulika-tn/6959800?i=7
Toompuiestee 12-3,500000,4911.59,"Vanalinn, Tallinn, Harju maakond",101.8,5,2/5,1928,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-vanalinn-toompuiestee/1568820?i=8
Printsu tee 5/3,225000,4205.61,"Haabersti linnaosa, Tallinn, Harju maakond",53.5,3,1/3,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-printsu-tee/8651090?i=9
"Tornimäe tn 7, Maakri",209000,4894.61,"Kesklinna linnaosa, Tallinn, Harju maakond",42.7,2,8/30,2006,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tornimae-tn/3864388?i=10
Lahepea tn 7,129000,5330.58,"Haabersti linnaosa, Tallinn, Harju maakond",24.2,1,1/5,2018,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-lahepea-tn/7414129?i=11
"Akadeemia tee 52-100, VÄGA MUGAV KOHT, KOHE VABA",86900,2172.5,"Mustamäe linnaosa, Tallinn, Harju maakond",40,2,1/4,1971,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-akadeemia-tee/3050975?i=12
Purde tn 17,155000,2279.41,"Pirita linnaosa, Tallinn, Harju maakond",68,3,2/2,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-purde-tn/6579778?i=13
"J. Koorti tn 18, Laagna",173000,1483.7,"Lasnamäe linnaosa, Tallinn, Harju maakond",116.6,7,1/16,1992,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-j-koorti-tn/6987703?i=14
Kuninga tn 1,195000,3923.54,"Vanalinn, Tallinn, Harju maakond",49.7,3,1/3,1219,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-vanalinn-kuninga-tn/1018173?i=15
Vindi tn 8,104900,3394.82,"Kristiine linnaosa, Tallinn, Harju maakond",30.9,1,N/A,1981,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-vindi-tn/3095251?i=16
Rohu tn 15,177000,2614.48,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",67.7,5,1/2,1940,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-rohu-tn/8239829?i=17
Kivila tn 38,149900,2313.27,"Lasnamäe linnaosa, Tallinn, Harju maakond",64.8,3,3/9,1984,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kivila-tn/2776567?i=18
Sepa tn 28-23,227900,4965.14,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",45.9,2,2/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sepa-tn/6190569?i=19
"Gonsiori tn 13, SÜDALINN",223900,3509.4,"Kesklinna linnaosa, Tallinn, Harju maakond",63.8,3,4/5,1961,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-gonsiori-tn/6303047?i=20
"Pärnu mnt 137, Kitseküla",229000,4525.69,"Kesklinna linnaosa, Tallinn, Harju maakond",50.6,2,9/16,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/9198551?i=21
Sepa tn 28-21,237900,4720.24,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",50.4,2,2/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sepa-tn/4075625?i=22
Sepa tn 28-20,237900,4522.81,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",52.6,2,2/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sepa-tn/3292871?i=23
Sepa tn 28-6,236900,4709.74,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",50.3,2,2/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sepa-tn/6084579?i=24
Sepa tn 28-12,247900,4918.65,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",50.4,2,3/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sepa-tn/8290203?i=25
Pikaliiva tn 18,299000,3559.52,"Haabersti linnaosa, Tallinn, Harju maakond",84,4,3/4,2019,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/9261811?i=26
"Merimetsa tee 8/1-5, Hipodroomi",238900,4905.54,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",48.7,2,2/5,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-merimetsa-tee/6832371?i=27
Lesta tn 10/2,499000,3322.24,"Haabersti linnaosa, Tallinn, Harju maakond",150.2,4,1/3,2021,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-lesta-tn/2898109?i=28
Sõle tn 60,114990,1825.24,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",63,3,6/9,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/8024856?i=29
Järveotsa tee 2,135000,2532.83,"Haabersti linnaosa, Tallinn, Harju maakond",53.3,2,6/10,1982,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/5886402?i=30
Õhtu tn 23,395000,2928.09,"Nõmme linnaosa, Tallinn, Harju maakond",134.9,4,2/2,2007,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-ohtu-tn/6481648?i=31
"Telliskivi tn 49, Pelgulinna",185000,4447.12,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",41.6,2,4/4,2019,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-telliskivi-tn/4819981?i=32
Padriku tn 3/4,219000,2295.6,"Pirita linnaosa, Tallinn, Harju maakond",95.4,3,4/4,2005,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tn/7570132?i=33
Metsa tee 37,204900,3176.74,"Lasnamäe linnaosa, Tallinn, Harju maakond",64.5,4,3/3,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-metsa-tee/6702397?i=34
Pagari 1,750000,6127.45,"Vanalinn, Tallinn, Harju maakond",122.4,4,3/5,1911,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-vanalinn-pagari/3308816?i=35
Luha tn 16,139900,3864.64,"Kesklinna linnaosa, Tallinn, Harju maakond",36.2,2,4/8,2006,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-luha-tn/4510416?i=36
"Katusepapi tn 7/2, Sikupilli",59000,3259.67,"Lasnamäe linnaosa, Tallinn, Harju maakond",18.1,1,1/2,1917,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-katusepapi-tn/3911582?i=37
Jaama tn 7a,119900,3644.38,"Nõmme linnaosa, Tallinn, Harju maakond",32.9,2,1/1,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-jaama-tn/2611988?i=38
Sõle tn 77,215000,3536.18,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",60.8,3,3/3,1952,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/6866351?i=39
Pelguranna tn 15,118500,3185.48,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",37.2,2,3/4,1961,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-pelguranna-tn/8462072?i=40
Kloostrimetsa tee 56a/2,218000,3493.59,"Pirita linnaosa, Tallinn, Harju maakond",62.4,2,2/3,2022,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-kloostrimetsa-tee/3958185?i=41
Teatri väljak 1,490000,6314.43,"Kesklinna linnaosa, Tallinn, Harju maakond",77.6,3,3/6,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-teatri-valjak/5854596?i=42
Lastekodu tn 35-14,399000,4191.18,"Kesklinna linnaosa, Tallinn, Harju maakond",95.2,4,5/6,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lastekodu-tn/8329707?i=43
"Uus-Volta tn 12/2, Kalamaja",749000,6473.64,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",115.7,5,5/7,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-uus-volta-tn/4494665?i=44
Masti tn 11,622710,5112.56,"Pirita linnaosa, Tallinn, Harju maakond",121.8,4,1/2,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-masti-tn/1355740?i=45
"Kalevipoja põik 3, Laagna",98000,2996.94,"Lasnamäe linnaosa, Tallinn, Harju maakond",32.7,1,2/9,1979,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kalevipoja-poik/8708388?i=46
Sõle tn 62,49900,2150.86,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",23.2,2,1/4,1962,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/5335786?i=47
"Lembitu tn 8, Sibulaküla",429000,4205.88,"Kesklinna linnaosa, Tallinn, Harju maakond",102,4,5/5,1952,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lembitu-tn/9253359?i=48
Masti tn 11,618800,5178.24,"Pirita linnaosa, Tallinn, Harju maakond",119.5,4,1/2,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-masti-tn/2121283?i=49
Vahulille tee 6/2,220000,4247.1,"Pirita linnaosa, Tallinn, Harju maakond",51.8,2,3/3,2016,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-vahulille-tee/7318224?i=0
"Hõbekuuse tee 19, Merivälja",269000,2131.54,"Pirita linnaosa, Tallinn, Harju maakond",126.2,5,2/2,2009,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-hobekuuse-tee/6667386?i=1
Pärnu mnt 125,88500,2739.94,"Kesklinna linnaosa, Tallinn, Harju maakond",32.3,1,3/4,1988,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/7253962?i=2
Pärnu mnt 137-145,306900,3980.54,"Kesklinna linnaosa, Tallinn, Harju maakond",77.1,3,7/16,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/8884541?i=3
Randla tn 30,135000,2238.81,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",60.3,3,4/5,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-randla-tn/3888255?i=4
Vesilennuki tn 24,448800,5500,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",81.6,3,2/6,2022,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-vesilennuki-tn/5075510?i=5
Möldre tee 5/2-7,265000,2731.96,"Haabersti linnaosa, Tallinn, Harju maakond",97,4,1/2,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-moldre-tee/1934301?i=6
Juhkentali tn 14-2,330000,4782.61,"Kesklinna linnaosa, Tallinn, Harju maakond",69,3,1/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-juhkentali-tn/7430528?i=7
