Address,General Price,Price/m,Area,Size,Rooms,Floor,Year,Link
"Kungla tn 1, Kalamaja",165000,4388.3,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",37.6,2,2/4,1946,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kungla-tn/8842471?i=35
"Läänemere tee 64, Priisle",137000,2104.45,"Lasnamäe linnaosa, Tallinn, Harju maakond",65.1,3,9/9,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-laanemere-tee/2277754?i=36
Narva mnt 2,239000,3556.55,"Kesklinna linnaosa, Tallinn, Harju maakond",67.2,3,7/7,1948,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/4557574?i=37
Mustamäe tee 86,112000,2604.65,"Mustamäe linnaosa, Tallinn, Harju maakond",43,2,5/9,1978,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/2812560?i=38
"Volmre tn 20/1-28, Haabersti, Rocca al Mare",283500,3937.5,"Haabersti linnaosa, Tallinn, Harju maakond",72,3,3/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-volmre-tn/3864365?i=39
"Mustamäe tee 161, Mustamäe",117000,2689.66,"Mustamäe linnaosa, Tallinn, Harju maakond",43.5,2,3/5,1963,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/3116078?i=40
"Randla tn, Stroomi Beach",81900,2925,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",28,1,3/5,1978,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-randla-tn/6502269?i=41
"Roosikrantsi tn 9, Südalinn",205000,4067.46,"Kesklinna linnaosa, Tallinn, Harju maakond",50.4,2,4/8,2002,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-roosikrantsi-tn/4527402?i=42
E. Vilde tee 53,155000,2557.76,"Mustamäe linnaosa, Tallinn, Harju maakond",60.6,4,5/5,1965,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/1903306?i=43
"Roseni tn 9, Rotermanni",460000,5215.42,"Kesklinna linnaosa, Tallinn, Harju maakond",88.2,4,3/8,2018,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-roseni-tn/1440327?i=44
Pärnu mnt 102d,176000,3039.72,"Kesklinna linnaosa, Tallinn, Harju maakond",57.9,2,2/8,2004,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/1579720?i=45
Raudtee tn 57,254000,2534.93,"Nõmme linnaosa, Tallinn, Harju maakond",100.2,3,3/3,2018,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-raudtee-tn/5989691?i=46
"Paekalda tn 19-54, Lahekalda",329000,4217.95,"Lasnamäe linnaosa, Tallinn, Harju maakond",78,3,8/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekalda-tn/1906999?i=47
"Pärnu mnt 137, Kitseküla",312000,4382.02,"Kesklinna linnaosa, Tallinn, Harju maakond",71.2,3,10/12,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/9131172?i=48
"Paekalda tn 19-46, Lahekalda",295000,4226.36,"Lasnamäe linnaosa, Tallinn, Harju maakond",69.8,3,7/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekalda-tn/8346295?i=49
"Paekalda tn 19-14, Lahekalda",295000,3673.72,"Lasnamäe linnaosa, Tallinn, Harju maakond",80.3,3,3/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekalda-tn/8206347?i=0
"Pärnu mnt 137, Kitseküla",315000,4233.87,"Kesklinna linnaosa, Tallinn, Harju maakond",74.4,3,9/12,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/1437933?i=1
"Pärnu mnt 137, Kitseküla",153810,4344.92,"Kesklinna linnaosa, Tallinn, Harju maakond",35.4,1,8/12,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/9146144?i=2
"Pärnu mnt 137, Kitseküla",312900,3985.99,"Kesklinna linnaosa, Tallinn, Harju maakond",78.5,3,7/12,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/5405347?i=3
"Paekalda tn 19-27, Lahekalda",350000,3837.72,"Lasnamäe linnaosa, Tallinn, Harju maakond",91.2,4,5/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekalda-tn/6150929?i=4
Viieaia tee 28-3,130400,3395.83,"Lasnamäe linnaosa, Tallinn, Harju maakond",38.4,2,2/11,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-viieaia-tee/9349194?i=5
"Paekalda tn 19-47, Lahekalda",197000,4828.43,"Lasnamäe linnaosa, Tallinn, Harju maakond",40.8,2,7/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekalda-tn/7663981?i=6
"Paekalda tn 19-16, Lahekalda",176000,4313.73,"Lasnamäe linnaosa, Tallinn, Harju maakond",40.8,2,3/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekalda-tn/1954277?i=7
"Paekalda tn 19-32, Lahekalda",185000,4534.31,"Lasnamäe linnaosa, Tallinn, Harju maakond",40.8,2,5/8,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekalda-tn/4813916?i=8
Liikuri tn 7,195000,3979.59,"Lasnamäe linnaosa, Tallinn, Harju maakond",49,2,8/8,2019,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-liikuri-tn/4626383?i=9
"Astangu tn 50b/3-26, Astangu uusarendus",175900,3186.59,"Haabersti linnaosa, Tallinn, Harju maakond",55.2,2,5/9,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/5183714?i=10
Astangu tn 48,95000,2000,"Haabersti linnaosa, Tallinn, Harju maakond",47.5,2,2/5,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/3143475?i=11
"Toom-Kuninga tn 21, Uus Maailm",225000,5739.8,"Kesklinna linnaosa, Tallinn, Harju maakond",39.2,2,2/9,2019,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-toom-kuninga-tn/9205230?i=12
"Lasnamäe tn 38, Sikupilli, Pae Park",115000,2956.3,"Lasnamäe linnaosa, Tallinn, Harju maakond",38.9,2,4/4,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-lasnamae-tn/8197621?i=13
Kaarli pst 8,249000,4095.39,"Vanalinn, Tallinn, Harju maakond",60.8,2,4/8,2004,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-vanalinn-kaarli-pst/5137945?i=14
Pärnu mnt 137-91,368000,4471.45,"Kesklinna linnaosa, Tallinn, Harju maakond",82.3,4,13/16,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/2563783?i=15
Viieaia tee 28-95,103900,3632.87,"Lasnamäe linnaosa, Tallinn, Harju maakond",28.6,2,10/11,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-viieaia-tee/5015837?i=16
"Volmre tn 20/3-1, Haabersti, Rocca al Mare",292500,4001.37,"Haabersti linnaosa, Tallinn, Harju maakond",73.1,3,1/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-volmre-tn/7602984?i=17
"Volmre tn 20/2-1, Haabersti, Rocca al Mare",196900,4568.45,"Haabersti linnaosa, Tallinn, Harju maakond",43.1,2,1/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-volmre-tn/2609072?i=18
"A. Adamsoni tn 10-3, Kassisaba",549000,4452.55,"Kesklinna linnaosa, Tallinn, Harju maakond",123.3,3,2/4,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-a-adamsoni-tn/6226069?i=19
Viieaia tee 28-46,136900,3537.47,"Lasnamäe linnaosa, Tallinn, Harju maakond",38.7,2,6/11,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-viieaia-tee/3988888?i=20
Viieaia tee 28-32,129400,3156.1,"Lasnamäe linnaosa, Tallinn, Harju maakond",41,2,4/11,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-viieaia-tee/3489237?i=21
Viieaia tee 28-14,131900,3408.27,"Lasnamäe linnaosa, Tallinn, Harju maakond",38.7,2,3/11,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-viieaia-tee/8094863?i=22
"Paldiski mnt 16--, Kesklinn, Kelmiküla",134900,3144.52,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",42.9,2,8/9,1978,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-paldiski-mnt/8920454?i=23
Paldiski mnt 227c/2-68,226300,3552.59,"Haabersti linnaosa, Tallinn, Harju maakond",63.7,3,9/10,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paldiski-mnt/3111495?i=24
Manufaktuuri tn 7/2-105,210900,4357.44,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",48.4,2,2/6,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-manufaktuuri-tn/4564073?i=25
Heli tn 7/2,139000,4744.03,"Mustamäe linnaosa, Tallinn, Harju maakond",29.3,1,2/8,2020,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-heli-tn/2773759?i=26
Gonsiori tn 7,258000,4716.64,"Kesklinna linnaosa, Tallinn, Harju maakond",54.7,3,4/5,1958,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-gonsiori-tn/1477713?i=27
Ümera tn,99900,2157.67,"Lasnamäe linnaosa, Tallinn, Harju maakond",46.3,2,1/5,1985,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-umera-tn/3475286?i=28
Pae tn 44,124000,2638.3,"Lasnamäe linnaosa, Tallinn, Harju maakond",47,2,2/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pae-tn/3379413?i=29
"Seebi tn 24a-33, Kristiine City",129810,4772.43,"Kristiine linnaosa, Tallinn, Harju maakond",27.2,1,1/7,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-seebi-tn/7380333?i=30
"Sammu tn 10-11, Kristiine City",343230,3817.91,"Kristiine linnaosa, Tallinn, Harju maakond",89.9,4,2/7,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sammu-tn/4567108?i=31
"Sammu tn 10-6, Kristiine City",242500,3923.95,"Kristiine linnaosa, Tallinn, Harju maakond",61.8,3,2/7,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sammu-tn/3825306?i=32
"Sammu tn 10-4, Kristiine City",208750,3923.87,"Kristiine linnaosa, Tallinn, Harju maakond",53.2,2,1/7,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sammu-tn/1772322?i=33
Gonsiori tn 29,441900,5144.35,"Kesklinna linnaosa, Tallinn, Harju maakond",85.9,3,1/6,1951,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-gonsiori-tn/6754189?i=34
"Mustakivi tee 25, Tondiraba, Pirita-Kose",118000,2822.97,"Lasnamäe linnaosa, Tallinn, Harju maakond",41.8,2,10/12,1987,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mustakivi-tee/2752283?i=35
"Kotzebue tn 33, Kalamaja",209000,4929.25,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",42.4,2,5/6,2014,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kotzebue-tn/2395382?i=36
J. Koorti tn 30,127000,1693.33,"Lasnamäe linnaosa, Tallinn, Harju maakond",75,4,8/9,1981,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-j-koorti-tn/3905336?i=37
"Kalaranna tn 8/5-21, Kalaranna Kvartal",245440,5200,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",47.2,2,3/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/7493405?i=38
"Kalaranna tn 8/6-20, Kalaranna Kvartal",354960,5100,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",69.6,3,3/5,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/1009302?i=39
"Kalaranna tn 8/5-8, Kalaranna Kvartal",243360,5200,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",46.8,2,N/A,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/7258579?i=40
"Kalaranna tn 8/6-29, Kalaranna Kvartal",318530,5300,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",60.1,2,4/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/8752363?i=41
"Kalaranna tn 8/5-20, Kalaranna Kvartal",321300,5100,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",63,3,3/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/5193189?i=42
"Kalaranna tn 8/5-6, Kalaranna Kvartal",265200,5100,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",52,2,1/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/1816285?i=43
"Kalaranna tn 8/5-7, Kalaranna Kvartal",241280,5200,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",46.4,2,N/A,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/7720100?i=44
Madala tn 15,110000,2330.51,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",47.2,2,3/5,1969,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-madala-tn/4442360?i=45
"Sammu tn 10-1, Kristiine City",201690,3923.93,"Kristiine linnaosa, Tallinn, Harju maakond",51.4,2,1/7,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sammu-tn/2570344?i=46
Päevalille tn 8,299990,4594.03,"Haabersti linnaosa, Tallinn, Harju maakond",65.3,3,13/18,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paevalille-tn/1101853?i=47
"Sammu tn 10-11, Kristiine City",343230,3817.91,"Kristiine linnaosa, Tallinn, Harju maakond",89.9,4,2/7,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sammu-tn/8040829?i=48
"Sammu tn 10-6, Kristiine City",242500,3923.95,"Kristiine linnaosa, Tallinn, Harju maakond",61.8,3,2/7,2026,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sammu-tn/5609127?i=49
"Kalaranna tn 8/7-8, Kalaranna Kvartal",197790,5700,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",34.7,1,2/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/2237358?i=0
"Kalaranna tn 8/7-16, Kalaranna Kvartal",247170,5350,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",46.2,2,3/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/6925828?i=1
"Kalaranna tn 8/5-8, Kalaranna Kvartal",243360,5200,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",46.8,2,1/5,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/4028024?i=2
"Kalaranna tn 8/5-20, Kalaranna Kvartal",321300,5100,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",63,3,3/5,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/1471177?i=3
"Kalaranna tn 8/6-20, Kalaranna Kvartal",354960,5100,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",69.6,3,3/5,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kalaranna-tn/8227672?i=4
"Pikaliiva tn 11-13, Pikaliiva",259900,4029.46,"Haabersti linnaosa, Tallinn, Harju maakond",64.5,3,2/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/4074352?i=5
"Pikaliiva tn 9-26, Pikaliiva",179900,3945.18,"Haabersti linnaosa, Tallinn, Harju maakond",45.6,2,3/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/2974649?i=6
"Pikaliiva tn 9-25, Pikaliiva",179900,3910.87,"Haabersti linnaosa, Tallinn, Harju maakond",46,2,3/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/6065351?i=7
"Pikaliiva tn 9-23, Pikaliiva",179900,3910.87,"Haabersti linnaosa, Tallinn, Harju maakond",46,2,3/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/8232105?i=8
"Pikaliiva tn 9-13, Pikaliiva",259000,3924.24,"Haabersti linnaosa, Tallinn, Harju maakond",66,3,2/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/4120108?i=9
"Pikaliiva tn 9-12, Pikaliiva",184900,4019.57,"Haabersti linnaosa, Tallinn, Harju maakond",46,2,2/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/4234500?i=10
"Pikaliiva tn 9-11, Pikaliiva",259900,4035.71,"Haabersti linnaosa, Tallinn, Harju maakond",64.4,3,2/4,2024,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/8758266?i=11
"Pikaliiva tn 7-39, Pikaliiva",264900,4191.46,"Haabersti linnaosa, Tallinn, Harju maakond",63.2,3,4/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/8443450?i=12
"Pikaliiva tn 7-38, Pikaliiva",264900,4106.98,"Haabersti linnaosa, Tallinn, Harju maakond",64.5,3,4/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/3551142?i=13
"Pikaliiva tn 7-33, Pikaliiva",264900,4106.98,"Haabersti linnaosa, Tallinn, Harju maakond",64.5,3,4/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/4762334?i=14
"Pikaliiva tn 7-31, Pikaliiva",185900,4313.23,"Haabersti linnaosa, Tallinn, Harju maakond",43.1,2,4/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/9023438?i=15
"Pikaliiva tn 7-22, Pikaliiva",259000,4015.5,"Haabersti linnaosa, Tallinn, Harju maakond",64.5,3,3/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/9143827?i=16
"Pikaliiva tn 7-18, Pikaliiva",179900,4183.72,"Haabersti linnaosa, Tallinn, Harju maakond",43,2,2/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/5444992?i=17
"Pikaliiva tn 7-17, Pikaliiva",254900,4033.23,"Haabersti linnaosa, Tallinn, Harju maakond",63.2,3,2/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/3255965?i=18
"Pikaliiva tn 7-13, Pikaliiva",269900,4089.39,"Haabersti linnaosa, Tallinn, Harju maakond",66,3,2/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/7083008?i=19
"Pikaliiva tn 7-11, Pikaliiva",254900,3951.94,"Haabersti linnaosa, Tallinn, Harju maakond",64.5,3,2/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/5757542?i=20
"Pikaliiva tn 7-10, Pikaliiva",259990,4120.29,"Haabersti linnaosa, Tallinn, Harju maakond",63.1,3,2/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/4298175?i=21
"Pikaliiva tn 5-37, Pikaliiva",198000,4604.65,"Haabersti linnaosa, Tallinn, Harju maakond",43,2,4/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/5743781?i=22
"Pikaliiva tn 5-33, Pikaliiva",179900,3919.39,"Haabersti linnaosa, Tallinn, Harju maakond",45.9,2,4/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/9014679?i=23
"Pikaliiva tn 5-29, Pikaliiva",198000,4604.65,"Haabersti linnaosa, Tallinn, Harju maakond",43,2,4/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/7414977?i=24
"Pikaliiva tn 5-23, Pikaliiva",179900,3919.39,"Haabersti linnaosa, Tallinn, Harju maakond",45.9,2,3/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/1912849?i=25
"Pikaliiva tn 5-13, Pikaliiva",167490,3649.02,"Haabersti linnaosa, Tallinn, Harju maakond",45.9,2,2/4,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-pikaliiva-tn/2217578?i=26
Tasandi tn 5-38,159000,3975,"Haabersti linnaosa, Tallinn, Harju maakond",40,2,7/8,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-tasandi-tn/1935503?i=27
Astangu tn 23-27,159000,3697.67,"Haabersti linnaosa, Tallinn, Harju maakond",43,2,5/5,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/7379734?i=28
Tasandi tn 5-44,159000,3975,"Haabersti linnaosa, Tallinn, Harju maakond",40,2,8/8,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-tasandi-tn/4160386?i=29
Tasandi tn 5-21,166990,3883.49,"Haabersti linnaosa, Tallinn, Harju maakond",43,2,4/8,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-tasandi-tn/4425486?i=30
Tasandi tn 3-3,164900,3773.46,"Haabersti linnaosa, Tallinn, Harju maakond",43.7,2,1/8,2022,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-tasandi-tn/2436997?i=31
E. Vilde tee 91,119000,2621.15,"Mustamäe linnaosa, Tallinn, Harju maakond",45.4,2,4/5,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/9279958?i=32
Koskla tn 5,129000,2727.27,"Kristiine linnaosa, Tallinn, Harju maakond",47.3,2,1/5,1970,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-koskla-tn/6766177?i=33
"J. Vilmsi tn 39, Kadriorg",289000,4544.03,"Kesklinna linnaosa, Tallinn, Harju maakond",63.6,3,2/3,1902,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-j-vilmsi-tn/6183489?i=34
"Sepa tn 28-25, Kopli",299000,4235.13,"Põhja-Tallinna linnaosa, Tallinn, Harju maakond",70.6,3,3/5,2025,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sepa-tn/3701191?i=35
Lastekodu tn 31/2-112,445000,4198.11,"Kesklinna linnaosa, Tallinn, Harju maakond",106,4,5/5,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lastekodu-tn/8198236?i=36
Lastekodu tn 31/2-112,445000,4198.11,"Kesklinna linnaosa, Tallinn, Harju maakond",106,4,5/5,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lastekodu-tn/7826687?i=37
Lastekodu tn 31/2-112,445000,4198.11,"Kesklinna linnaosa, Tallinn, Harju maakond",106,4,5/5,2023,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lastekodu-tn/2775663?i=38
"Tehnika tn 51, Kassisaba",116500,3758.06,"Kesklinna linnaosa, Tallinn, Harju maakond",31,2,2/4,1933,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tehnika-tn/1677429?i=39
Kaarli pst 8,259000,4259.87,"Kesklinna linnaosa, Tallinn, Harju maakond",60.8,2,4/8,2004,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kaarli-pst-8/6241881?i=40
Lennuki tn 2-1501,584000,7156.86,"Kesklinna linnaosa, Tallinn, Harju maakond",81.6,3,15/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/4359243?i=41
Lennuki tn 2-1005,740000,6390.33,"Kesklinna linnaosa, Tallinn, Harju maakond",115.8,4,10/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/5414686?i=42
Lennuki tn 2-2307,417000,7406.75,"Kesklinna linnaosa, Tallinn, Harju maakond",56.3,2,23/30,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/1643465?i=43
Lennuki tn 2-2303,526000,9528.99,"Kesklinna linnaosa, Tallinn, Harju maakond",55.2,2,23/30,2027,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/3727185?i=44
Lennuki tn 2-2207,406000,7211.37,"Kesklinna linnaosa, Tallinn, Harju maakond",56.3,2,22/30,N/A,https://www.city24.ee/en/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lennuki-tn/6459559?i=45
